0	1	0	0
1	2	0.216892	0.216892
0	1	0.217157	0.000265091
1	2	0.255349	0.0381918
0	1	0.257652	0.00230321
1	2	0.325992	0.0683397
0	1	0.339614	0.0136221
1	2	0.481846	0.142232
0	1	0.486136	0.00428946
1	2	0.644259	0.158123
0	1	0.667356	0.0230976
1	2	0.799967	0.132611
0	1	0.802125	0.00215804
1	2	1.05983	0.257707
0	1	1.06052	0.000691277
1	2	1.20576	0.145238
0	1	1.20933	0.00356358
1	2	1.44148	0.232156
0	1	1.4434	0.0019188
1	2	1.59335	0.149949
0	1	1.59516	0.0018155
1	2	1.61883	0.0236612
0	1	1.62541	0.00658017
1	2	2.04931	0.423902
0	1	2.05287	0.00356265
1	2	2.23523	0.182357
0	1	2.23701	0.00178488
1	2	2.25543	0.018413
0	1	2.25624	0.000819053
1	2	2.6477	0.391459
0	1	2.64778	7.96744e-005
1	2	2.71657	0.0687869
0	1	2.73362	0.0170484
1	2	2.98281	0.24919
0	1	2.99148	0.00866731
1	2	3.58776	0.59628
0	1	3.58883	0.00107367
1	2	3.60997	0.0211352
0	1	3.61294	0.00297972
1	2	3.87722	0.264279
0	1	3.88459	0.00736926
1	2	4.25375	0.369155
0	1	4.25379	4.04476e-005
1	2	4.2695	0.0157143
0	1	4.27367	0.00417
1	2	4.35981	0.0861336
0	1	4.36647	0.00666105
1	2	4.4537	0.0872351
0	1	4.45965	0.0059447
1	2	4.46395	0.00430642
0	1	4.46975	0.00579514
1	2	4.5072	0.037447
0	1	4.51129	0.00409641
1	2	4.66145	0.150156
0	1	4.66813	0.00668481
1	2	4.91458	0.246451
0	1	4.91999	0.00540383
1	2	5.17455	0.254566
0	1	5.18162	0.00706994
1	2	5.3709	0.189281
0	1	5.37948	0.00857913
1	2	5.46993	0.0904424
0	1	5.47144	0.00151122
1	2	5.56866	0.0972237
0	1	5.57886	0.0101961
1	2	5.69252	0.113661
0	1	5.69521	0.00269527
1	2	5.97871	0.283502
0	1	5.98148	0.00276057
1	2	6.01945	0.0379776
0	1	6.02602	0.00656257
1	2	7.21227	1.18625
0	1	7.22088	0.00860636
1	2	7.42986	0.208981
0	1	7.4314	0.00154519
1	2	7.63162	0.200221
0	1	7.64037	0.00874566
1	2	7.64232	0.00195046
0	1	7.64888	0.00655973
1	2	7.81178	0.162903
0	1	7.81286	0.00107915
1	2	7.85275	0.0398908
0	1	7.85445	0.00169755
1	2	8.68937	0.83492
0	1	8.69512	0.00574722
1	2	8.73834	0.0432192
0	1	8.74107	0.00273018
1	2	8.79077	0.0497021
0	1	8.7955	0.00472927
1	2	9.24277	0.447275
0	1	9.24889	0.00611439
1	2	9.50334	0.254457
0	1	9.5074	0.00405263
1	2	9.55591	0.0485162
0	1	9.56481	0.00889979
1	2	9.66924	0.104428
0	1	9.67086	0.00161826
1	2	9.97577	0.30491
0	1	9.98198	0.00621386
1	2	10.2297	0.247689
0	1	10.2329	0.00325903
1	2	10.2344	0.00143339
0	1	10.2345	0.000156386
1	2	10.3056	0.071064
0	1	10.3089	0.0033002
1	2	10.4267	0.117842
0	1	10.4271	0.000377693
1	2	11.186	0.758918
0	1	11.1887	0.00268612
1	2	11.3729	0.184219
0	1	11.3738	0.000921658
1	2	11.6221	0.248216
0	1	11.6221	2.24816e-005
1	2	12.1247	0.502595
0	1	12.1294	0.00474304
1	2	12.1875	0.05806
0	1	12.1918	0.00430641
1	2	12.226	0.0342198
0	1	12.2285	0.00248899
1	2	12.31	0.081484
0	1	12.3122	0.00218111
1	2	12.7627	0.450558
0	1	12.7669	0.00416473
1	2	13.2393	0.47238
0	1	13.2442	0.00490399
1	2	13.333	0.0888371
0	1	13.3381	0.00513849
1	2	13.428	0.089858
0	1	13.4406	0.0126293
1	2	13.5146	0.0739496
0	1	13.5228	0.0081954
1	2	13.5834	0.0606469
0	1	13.5902	0.00678635
1	2	13.6339	0.043735
0	1	13.6359	0.00191589
1	2	13.7666	0.130748
0	1	13.7868	0.0201794
1	2	13.8601	0.0733321
0	1	13.8759	0.0157292
1	2	13.9405	0.0646713
0	1	13.9449	0.00442219
1	2	13.9702	0.025206
0	1	13.9788	0.00866472
1	2	14.0343	0.055498
0	1	14.0388	0.00450829
1	2	14.2138	0.174975
0	1	14.2161	0.00229813
1	2	14.3991	0.183042
0	1	14.3997	0.000592388
1	2	14.5627	0.162931
0	1	14.5823	0.0196474
1	2	14.9204	0.338137
0	1	14.9226	0.00212315
1	2	14.9428	0.0201877
0	1	14.9608	0.018092
1	2	14.9623	0.00146413
0	1	14.9639	0.00154664
1	2	15.3211	0.357226
0	1	15.3231	0.00197873
1	2	15.3441	0.0210402
0	1	15.3441	1.13046e-005
1	2	15.3786	0.0344662
0	1	15.3787	8.60352e-005
1	2	15.4259	0.0472599
0	1	15.4301	0.00421694
1	2	15.5419	0.111731
0	1	15.5435	0.0016536
1	2	15.5946	0.0510369
0	1	15.5946	6.38849e-005
1	2	16.0575	0.462893
0	1	16.063	0.00547129
1	2	16.0708	0.00784243
0	1	16.075	0.00412522
1	2	16.2821	0.207132
0	1	16.2831	0.00104274
1	2	16.393	0.10984
0	1	16.4045	0.011473
1	2	16.4287	0.0242873
0	1	16.432	0.00328605
1	2	17.6618	1.22974
0	1	17.6624	0.000666807
1	2	17.8603	0.197892
0	1	17.8616	0.001326
1	2	17.9246	0.0629581
0	1	17.9282	0.0036439
1	2	18.0519	0.123658
0	1	18.0596	0.00769973
1	2	18.1057	0.0461036
0	1	18.1115	0.00576749
1	2	18.4047	0.293204
0	1	18.406	0.00135653
1	2	18.4813	0.0752969
0	1	18.4824	0.00107802
1	2	18.4965	0.0140704
0	1	18.5071	0.0106474
1	2	18.7474	0.240268
0	1	18.7491	0.00166487
1	2	18.881	0.131925
0	1	18.883	0.00198486
1	2	18.8962	0.0132339
0	1	18.9029	0.00668133
1	2	19.0373	0.134396
0	1	19.0382	0.000890017
1	2	19.0631	0.0249362
0	1	19.0669	0.00377495
1	2	19.1565	0.0895808
0	1	19.1597	0.00322227
1	2	19.2511	0.0913751
0	1	19.253	0.00196379
1	2	19.2628	0.00978794
0	1	19.2633	0.000513646
1	2	19.5496	0.286292
0	1	19.5524	0.00275924
1	2	19.792	0.23962
0	1	19.8044	0.0124073
1	2	19.8367	0.0322523
0	1	19.8382	0.00154145
1	2	19.9973	0.159094
0	1	19.9977	0.000403266
1	2	20.0031	0.0054008
0	1	20.0034	0.000281369
1	2	20.104	0.100586
0	1	20.1069	0.00294908
1	2	20.2624	0.155463
0	1	20.2674	0.00503175
1	2	20.3597	0.0923316
0	1	20.3606	0.000827148
1	2	20.4087	0.0481198
0	1	20.4097	0.000960708
1	2	20.4635	0.0538214
0	1	20.4678	0.00436378
1	2	20.56	0.0921477
0	1	20.5677	0.00773903
1	2	21.0902	0.522458
0	1	21.0952	0.00503843
1	2	21.3426	0.247353
0	1	21.3478	0.00525803
1	2	21.503	0.155184
0	1	21.5078	0.0047612
1	2	21.5146	0.00681041
0	1	21.5214	0.00682743
1	2	21.6649	0.143454
0	1	21.6692	0.00434119
1	2	21.8276	0.158419
0	1	21.8353	0.00770116
1	2	21.8772	0.0418601
0	1	21.8808	0.00362496
1	2	22.1557	0.274874
